16,27,0.00368600
16,29,0.00007075
16,33,0.00000005
16,37,0.00000004
17,12,0.00000003
17,14,0.00000005
17,18,0.00000010
17,20,0.00000028
17,22,0.00000466
17,24,0.00003142
17,26,0.00097097
17,28,0.00062204
17,30,0.00000755
17,34,0.00000004
17,38,0.00000004
18,11,0.00000005
18,15,0.00000007
18,19,0.00000013
18,21,0.00000045
18,23,0.00000344
18,25,0.00006774
18,27,0.00018185
18,29,0.00002504
18,31,0.00000028
18,35,0.00000003
19,12,0.00000004
19,16,0.00000012
19,18,0.00000007
19,20,0.00000014
19,22,0.00000060
19,24,0.00000306
19,26,0.00001400
19,28,0.00000788
19,30,0.00000242
19,32,0.00000002
19,36,0.00000002
20,9,0.00000005
20,13,0.00000004
20,15,0.00000009
20,17,0.00000039
20,21,0.00000019
20,23,0.00000117
20,25,0.00000075
20,27,0.00000084
20,29,0.00000077
20,33,0.00000002
20,37,0.00000002
21,8,0.00000020
21,10,0.00000004
21,14,0.00000009
21,16,0.00000027
21,18,0.00000004
21,20,0.00000002
21,22,0.00000038
21,24,0.00000069
21,26,0.00000021
21,28,0.00000005
21,30,0.00000004
21,34,0.00000001
21,38,0.00000001
22,7,0.00000149
22,9,0.00000012
22,11,0.00000007
22,13,0.00000001
22,15,0.00000015
22,17,0.00000100
22,19,0.00000008
22,21,0.00000005
22,23,0.00000032
22,25,0.00000066
22,27,0.00000004
22,31,0.00000001
22,35,0.00000001
23,6,0.00000591
23,8,0.00000145
23,10,0.00000019
23,12,0.00000013
23,14,0.00000005
23,16,0.00000004
23,18,0.00001494
23,20,0.00000003
23,22,0.00000007
23,24,0.00000037
23,26,0.00000009
23,28,0.00000001
23,32,0.00000001
23,36,0.00000001
24,5,0.00001705
24,7,0.00002050
24,9,0.00000225
24,11,0.00000070
24,13,0.00000035
24,15,0.00000028
24,17,0.00000023
24,19,0.00001244
24,21,0.00000002
24,23,0.00000007
24,25,0.00000013
24,29,0.00000001
24,33,0.00000001
24,37,0.00000001
25,4,0.00002629
25,6,0.00021829
25,8,0.00006630
25,10,0.00000776
25,12,0.00000149
25,14,0.00000168
25,16,0.00000228
25,18,0.00000016
25,20,0.00000592
25,22,0.00000002
25,24,0.00000004
25,26,0.00000003
25,30,0.00000001
25,34,0.00000001
25,38,0.00000001
26,3,0.00030296
26,5,0.00010381
26,7,0.00075156
26,9,0.00009365
26,11,0.00001018
26,13,0.00000150
26,15,0.00000130
26,17,0.00000157
26,19,0.00000012
26,21,0.00000756
26,23,0.00000002
26,25,0.00000001
26,27,0.00000001
26,31,0.00000001
26,35,0.00000001
27,2,0.00326861
27,4,0.00132716
27,6,0.00003687
27,8,0.00071909
27,10,0.00014593
27,12,0.00001300
27,14,0.00000223
27,16,0.00000107
27,18,0.00000118
27,20,0.00000026
27,22,0.00005938
27,24,0.00000002
27,28,0.00000001
27,32,0.00000001
27,36,0.00000001
28,1,0.02365929
28,3,0.01125352
28,5,0.00034794
28,7,0.00008083
28,9,0.00132827
28,11,0.00012890
28,13,0.00002326
28,15,0.00000440
28,17,0.00000073
28,19,0.00000066
28,21,0.00000020
28,23,0.00004081
28,25,0.00000001
28,29,0.00000001
28,33,0.00000001
28,37,0.00000001
29,0,0.07611287
29,2,0.04416203
29,4,0.00191785
29,6,0.00073775
29,8,0.00010594
29,10,0.00062831
29,12,0.00009021
29,14,0.00003778
29,16,0.00000266
29,18,0.00000038
29,20,0.00000023
29,22,0.00000006
29,24,0.00001247
29,26,0.00000001
29,30,0.00000001
29,34,0.00000001
29,38,0.00000001
30,1,0.00234371
30,3,0.00794409
30,5,0.00480234
30,7,0.00100281
30,9,0.00011485
30,11,0.00037612
30,13,0.00011145
30,15,0.00002638
30,17,0.00000090
30,19,0.00000024
30,21,0.00000010
30,23,0.00000004
30,25,0.00000307
30,27,0.00000001
30,31,0.00000001
30,35,0.00000001
31,2,0.02179160
31,4,0.01963585
31,6,0.00500676
31,8,0.00055858
31,10,0.00002926
31,12,0.00018835
31,14,0.00004172
31,16,0.00000690
31,18,0.00000037
31,20,0.00000008
31,22,0.00000007
31,24,0.00000002
31,26,0.00000165
31,28,0.00000001
31,32,0.00000001
31,36,0.00000001
32,3,0.00237453
32,5,0.00203222
32,7,0.00048152
32,9,0.00007446
32,11,0.00000510
32,13,0.00007170
32,15,0.00000947
32,17,0.00000263
32,19,0.00000016
32,21,0.00000002
32,23,0.00000004
32,25,0.00000001
32,27,0.00000055
32,29,0.00000001
32,33,0.00000001
32,37,0.00000001
33,4,0.00208330
33,6,0.00212716
33,8,0.00051586
33,10,0.00004181
33,12,0.00000513
33,14,0.00005993
33,16,0.00000691
33,18,0.00000100
33,20,0.00000004
33,22,0.00000001
33,26,0.00000001
33,28,0.00000008
33,30,0.00000001
33,34,0.00000001
33,38,0.00000001
34,5,0.00281278
34,7,0.00186143
34,9,0.00021169
34,11,0.00003994
34,13,0.00000332
34,15,0.00002559
34,17,0.00000449
34,19,0.00000048
34,23,0.00000001
34,27,0.00000001
34,31,0.00000001
34,35,0.00000001
35,6,0.00051560
35,8,0.00057288
35,10,0.00019315
35,12,0.00002488
35,14,0.00000095
35,16,0.00001017
35,18,0.00000318
35,20,0.00000007
35,24,0.00000001
35,28,0.00000001
35,32,0.00000001
35,36,0.00000001
36,7,0.00053147
36,9,0.00047134
36,11,0.00010040
36,13,0.00000270
36,15,0.00000040
36,17,0.00000261
36,19,0.00000080
36,21,0.00000001
36,25,0.00000001
36,29,0.00000001
36,33,0.00000001
36,37,0.00000001
37,10,0.00000001
37,14,0.00000001
37,18,0.00000001
37,22,0.00000001
37,26,0.00000001
37,30,0.00000001
37,34,0.00000001
37,38,0.00000001
38,11,0.00000001
38,15,0.00000001
38,19,0.00000001
38,23,0.00000001
38,27,0.00000001
38,31,0.00000001
38,35,0.00000001
