0,3,0.00170449
1,2,0.00007218
1,4,0.00021639
2,1,0.01076490
2,3,0.00003851
2,5,0.01820653
3,0,0.95425298
3,2,0.00003085
3,4,0.00003085
3,6,0.01468233
